Name der Klinik,Sternbewertung,Datum der Bewertung,Likes,Textuelle Bewertung
DIAKOVERE Annastift, 1 star ,a year ago,2,"(Translated by Google) I hardly sat down & the conversation for the ""doctor"" was already over ... my ""problems"" were not discussed, I was not listened to ... conclusion; if I had had a gunshot wound, I could probably have fixed it with some tape ...!
The lady at the info was very nice ... the lady at the X-ray was nice ... I can't give more positive feedback ...

(Original)
Ich habe mich kaum hingesetzt & schon war das Gespräch für den ""Arzt"" beendet... auf meine ""Probleme"" wurde nicht eingegangen, man hat mir nicht zugehört... Fazit; hätte ich eine Schusswunde gehabt, hätte ich diese wahrscheinlich mit etwas Tesaband beheben können...!
Die Dame an der Info war sehr nett...die Dame beim Röntgen war nett...mehr kann ich auch an positives Feedback nicht geben..."
DIAKOVERE Annastift, 1 star ,4 months ago,0,"(Translated by Google) It's ok but also s and d

(Original)
Es ist ok aber auch s und d"
DIAKOVERE Annastift, 5 stars ,6 months ago,1,"(Translated by Google) just great and big thanks to all employees ...

(Original)
einfach super und großer Dank an alle Mitarbeiter da..."
DIAKOVERE Annastift, 1 star ,8 months ago,1,"(Translated by Google) If you are a med. The problem is that it's in the wrong place ... Spinal column clinic ... arrogant doctor who hardly speaks German and wants to get rid of a patient quickly ... after having to wait forever ... doesn't even read the doctor's letter he brought with him ... from Not to mention the Covid 19 Rambo at the entrance ... you can read it everywhere, I'm not the first ...

(Original)
Wenn man ein med. Problem hat ist das der falsche Platz... Wirbelsäulenklinik... überheblicher Arzt der kaum deutsch spricht und einen Patienten schnell wieder loswerden will...nachdem man ewig warten muss...liest sich nicht einmal den mitgebrachten Arztbrief durch...von dem Covid 19 Rambo am Eingang ganz zu schweigen...kann man überall nachlesen, da bin ich nicht der Erste..."
DIAKOVERE Annastift, 3 stars ,8 months ago,2,"(Translated by Google) Unfortunately I can't say anything about the clinic, but the parking situation is horrible

(Original)
Kann leider nicht direkt etwas über das Klinikum sagen aber die Parksituation ist der Horror"
DIAKOVERE Annastift, 1 star ,9 months ago,2,"(Translated by Google) Medical, nursing and interpersonal, this clinic is a disaster. The preliminary consultation for a hip tep was completely different from the actual result. With high blood loss, I had an Hb of 7.8 after a week of surgery that was not treated. Pneumonia prophylaxis, which was not even carried out, was regularly documented in the medical record. It is also noted that the position of the Braunule was checked regularly, it was not even noticed that I pulled it myself. Neither before nor after the op a friendly word of encouragement on the ward. Never, never again this clinic

(Original)
Medizinisch, pflegerisch und zwischenmenschlich ist diese Klinik eine Katastrophe. Die Op.-Vorbesprechung für eine Hüft-Tep verlief völlig anders als das tatsächliche Ergebnis. Bei hohem Blutverlust hatte ich nach einer Woche postoperativ einen Hb von 7,8, der nicht behandelt wurde. In der Krankenakte wurde regelmäßig Pneumonieprophylaxe dokumentiert, die nicht einmal durchgeführt wurde. Ebenso ist festgehalten, dass die Lage der Braunüle regelmäßig kontrolliert wurde, es wurde nicht einmal bemerkt, dass ich mir diese selbst gezogen habe. Weder vor noch nach der Op ein freundliches Wort des Zuspruchs auf der Station.NNie, nie wieder diese Klinik"
DIAKOVERE Annastift, 1 star ,8 months ago,1,"(Translated by Google) Not recommendable in my opinion ...

(Original)
Meiner Meinung nach nicht weiterzuempfehlen..."
DIAKOVERE Annastift, 1 star ,8 months ago,0,"(Translated by Google) The telephone accessibility is a disaster.

(Original)
Die telefonische Erreichbarkeit ist eine Katastrophe."
DIAKOVERE Annastift, 1 star ,a year ago,1,"(Translated by Google) For 3 days I try to reach the appointment. Either is busy or no one goes to the phone, after 10 minutes in the waiting loop I have no success. Not even via the head office.
WQer can help ???

(Original)
Seit 3 Tagen versuche ich in die Terminvergabe zu erreichen.Entweder ist besetzt oder es geht niemand an das Telefon, nach 10 Minunten in der Warteschleife habe ich keinenErfolg. Auch nicht über die Zentrale.
WQer kann helfen???"
DIAKOVERE Annastift, 5 stars ,a year ago,1,"(Translated by Google) Excellent treatment of my mother and myself as relatives.
Special praise to sister Julia from the It and sister Jutta from station 1, who obviously both like to do their job well.
Again thank you very much.

(Original)
Vorzügliche Behandlung meiner Mutter und mir als Angehörige.
Ein  besonderes Lob an Schwester Julia  aus der Its und Schwester Jutta von Station 1, die offensichtlich beide ihren Job gern und gut machen.
Nochmals herzlichen Dank."
DIAKOVERE Annastift, 5 stars ,a year ago,2,"(Translated by Google) Recording on the station lasted 6h, strong staff shortages, nurses were always friendly and helpful.
The supply was good. Although it for me too little was the first 2 days. Staff is always friendly and helpful. I thank the station one team you were great.
PS to eat more after surgery 😂.

(Original)
Aufnahme auf die Station dauerte 6h, starker Personalmangel, Schwestern waren stets freundlich und Hilfsbereit.
Die versorgung war gut. Obwohl es für mich zu wenig war die ersten 2 Tage. Personal ist immer freundlich und hilfsbereit. Ich bedanke mich beim station 1 Team ihr wart super.
PS, mehr zu essen nach der OP 😂."
DIAKOVERE Annastift, 5 stars ,a year ago,1,"(Translated by Google) The nurses at the reception were very nice the doctors were competent and explained well (anesthesia interview)

(Original)
Die Schwestern am Empfang waren sehr nett die Ärzte waren kompetent und haben gut erklärt (Anästhesie Gespräch)"
DIAKOVERE Annastift, 5 stars ,a year ago,1,"(Translated by Google) I had a second visit today because of my ongoing knee problems. And I would like to thank in this way again in all the form for all the staff for the wonderful care. I feel the entire staff as above all competent. I have gained full confidence so that I am confident in my further treatment in the Anna pin by the doctors and staff.

(Original)
Ich habe heute einen zweiten Untersuchungstermin wegen meiner anhaltenden Knieprobleme gehabt. Und ich möchte mich auf diesem Wege nochmals in aller Form bei dem gesamten Personal für die wunderbare Versorgung bedanken. Ich empfinde das gesamte Personal als über alle Maßen kompetent. Ich habe volles Vertrauen erlangt so das ich meiner weiterführenden Behandlung im Annastift durch das Ärzte und Belegschaftspersonal zuversichtlich entgegensehe."
DIAKOVERE Annastift, 1 star ,a year ago,0,"(Translated by Google) KNEE PATIENTS SHOULD NOT TAKE THE STEP !!
In 2018 I was diagnosed with a cruciate ligament tear and in December of the same year I had the ""pleasure"" of having an operation there. The station was new and modern. The nurses were also competent and personable, but in January 2020 I was told that the surgeon likes to play the ""Bibber"".
Even on the MRI images, you could see that my cruciate ligament replacement had not been fixed where it should have been fixed by a specialist doctor and that it was just hanging around loosely. So it did not even begin to perform its function, which he showed in sporting activities due to instability. This was also confirmed in my recent operation by Dr. Kregehr, who is one of the best and most renowned sports medicine in Hanover.
And as always, the best comes to the end; I learned from my physiotherapist today that I was not the first victim of Anna Stift and that I suffered from inexperienced and irresponsible surgeons and still suffer.

CONCLUSION: I was able to enjoy a general anesthetic. And why? Of course, so that the cash register of the hospital and surgical team is increased and I have to be operated on again after about a year. I do not want to arouse pity, but human life is not to be trifled with and this is also not a laboratory where you can try anything you want or because of your incompetence. It is very unfortunate that a hospital needs to be reminded of this.

PS: Dear hospital, please save the tirades and leave my review uncommented. Thank you!

(Original)
KNIEPATIENTEN SOLLTEN NICHT DEN SCHRITT WAGEN!!
2018 wurde bei mir ein Kreuzbandriss diagnostiziert und im Dezember des gleichen Jahres hatte ich das ""Vergnügen"" dort operiert zu werden. Die Station war neu und modern. Die Krankenschwestern waren auch kompetent und sympathisch, allerdings durfte ich im Januar 2020 erfahren, dass der Chirurg gerne den ""Bibber"" spielt.
Sogar auf den MRT-Bildern konnte man erkennen, dass mein Kreuzbandersatz nicht dort fixiert worden war, wo er eigentlich von einem FACHarzt hätte fixiert werden müssen und dass er einfach lasch rumhing. Er erfüllte also nicht mal ansatzweise seine Funktion, was er sich bei sportlichen Tätigkeiten durch Instabilität anmerken ließ. Dies bestätigte sich auch in meiner neulich erfolgten Operation von Herrn Dr. Kregehr, der einer der besten und renommiertesten Sportmediziner in Hannover ist.
Und wie immer kommt das Beste zum Schluss; ich habe heute von meinem Physiotherapeuten erfahren, dass ich nicht das erste Anna-Stift-Opfer gewesen war und unter unerfahrenen und verantwortungslosen Chirurgen gelitten habe und immer noch leide.

FAZIT: Ich durfte eine Vollnarkaso genießen. Und warum? Natürlich, damit die Kasse des Krankenhauses und OP-Teams aufgestockt wird und ich nach etwa einem Jahr wieder operiert werden muss. Ich möchte kein Mitleid erregen, allerdings ist mit Menschenleben nicht zu spaßen und dies ist auch kein Labor, wo man irgendetwas nach seinem Verlangen oder bedingt seiner Inkompetenz ausprobieren kann. Es ist sehr bedauernswert, dass ein Krankenhaus daran erinnert werden muss.

PS: Liebes Krankenhaus, spart euch bitte die Tiraden und lasst meinen Erfahrungsbericht unkommentiert. Danke!"
DIAKOVERE Annastift, 5 stars ,7 months ago,1,"(Translated by Google) I'm glad that the hospital exists !!

(Original)
Bin froh dass es das Krankenhaus gibt!!"
DIAKOVERE Annastift, 5 stars ,a year ago,1,"(Translated by Google) The doctor was very nice, took his time.

(Original)
Der Arzt war sehr nett, hat sich Zeit genommen."
DIAKOVERE Annastift, 5 stars ,a year ago,3,"(Translated by Google) Was operated on the shoulder, I am very, very satisfied, friendly and competent doctors, staff attentive and friendly if the healing process goes well everything is great

(Original)
Wurde an der Schulter operiert, bin sehr, sehr zufrieden, freundliche und kompetente Ärzte, Personal aufmerksam und freundlich wenn der Heilungsprozess auch so verläuft ist alles super"
DIAKOVERE Annastift, 5 stars ,a year ago,3,"(Translated by Google) My name is Anke Lottig and on 12.7.2019 I had my big day to have my bruised hip dysplasia, first of my right hip, operated on.

I was very afraid of the procedure.
The many talks before surgery gave me so much confidence that my fear was gone. In addition came the high hygiene regulations, which I got to know there. I am still very satisfied with the care and the operation. I was not not on rehab but got it back with physiotherapy. I am now in the 5 months after the operation and I found my way with a lot of my own discipline. Elithera in Springe supported me

(Original)
Ich heiße Anke Lottig und ich hatte am 12.7.2019 meinen großen Tag um meine angebohrene Hüftdysplasie, erst mal die rechte Hüfte, operieren zu lassen.

Ich hatte sehr viel Angst vor dem Eingriff.
Die vielen Gespäche vor der Operation haben mir soviel Vertrauen geschenkt, das meine Angst weg war. Dazu kamen das die hohen Hygienevorschriften, die ich dort kennen gelernt habe. Ich bin bis heute mit der Pflege und der Operation super zufrieden. Ich war nicht nicht auf Reha sondern habe es mit Krankengymnastik wieder hinbekommen. Ich bin jetzt in dem 5 Monat nach der Operation und ich habe mit viel eigener Disziplin meinen Weg gefunden. Elithera in Springe hat mich dabei unterstützt"
DIAKOVERE Annastift, 4 stars ,a year ago,1,"(Translated by Google) For the second time in a year been there. Staff friendly but overloaded (as everywhere), nice rooms and good treatment by doctors and therapists

(Original)
Schon zum zweiten Mal in einem Jahr dort gewesen. Personal freundlich aber überlastet (wie überall), schöne Zimmer und gute Behandlung durch Ärzte und Therapeuten"
DIAKOVERE Annastift, 5 stars ,a year ago,3,"(Translated by Google) I have been operated on the shoulder and can only report good things.
Both the preliminary examination and the OP itself were very coordinated. No long waiting times, perfectly planned and executed process.
The information talks with both the surgeon and the anesthetist took place in a relaxed atmosphere and gave me the feeling ""Here I am in good hands"".
Before and after the surgery, I was looked after by the sisters in the most pleasant way.
The post-treatment / rehabilitation measures were already initiated by the Anna-Stift and seamlessly connected to the operating room.

(Original)
Ich wurde hier an der Schulter operiert und kann nur Gutes berichten.
Sowohl die Voruntersuchung als auch die OP selbst verliefen sehr koordiniert. Keine langen Wartezeiten, perfekt geplanter und durchgeführter Ablauf.
Die Informationsgespräche sowohl mit dem Operateur, wie auch mit dem Anästhesisten fanden in entspannter Atmosphäre statt und vermittelten mir das Gefühl „Hier bin ich in guten Händen“.
Vor und nach der OP wurde ich von den Schwestern auf das Angenehmste betreut.
Die Nachbehandlung/Reha-Maßnahmen wurden bereits vom Anna-Stift in die Wege geleitet und schlossen nahtlos an die OP an."
DIAKOVERE Annastift, 5 stars ,2 years ago,2,"(Translated by Google) Very nice decor, great staff, technically great, good rooms (station 4) and especially the nursing staff is great!

(Original)
Sehr schöne Einrichtung, tolles Personal, fachlich top, gute Zimmer (Station 4) und vor allem das Pflegepersonal ist Top!"
DIAKOVERE Annastift, 5 stars ,a year ago,10,"(Translated by Google) I arrived at Annastift as an emergency patient in mid-March, was immediately admitted by the sisters and the called doctor, examined and started with the pain therapy. I immediately felt in good hands, a very excellent and very nice team from the doctor to the sisters. A top competent team. Despite the pain therapy I had to undergo surgery, I was well informed and technically well prepared for the operation. The operation went well and the care after the operation was very good. I'm very satisfied as I said, and I can walk again without pain. I can only thank the whole team, and can highly recommend the Annastift. I had forgotten something else I was at station 8 in room. Thanks again.

(Original)
Ich bin Mitte März als Notfall Patient im Annastift angekommen, bin sofort von den Schwestern und den herbei gerufenen Arzt aufgenommen, untersucht  und mit der Schmerztherapie begonnen worden. Ich fühlte mich sofort in guten Händen aufgehoben, ein ganz hervorragend sehr nettes Team vom Arzt bis zu den Schwestern. Ein Top kompetentes Team. Ich musste trotz der Schmerztherapie doch operiert werden, ich bin fachlich gut aufgeklärt und auf die OP vorbereitet worden . Die OP ist gut verlaufen und die Versorgung nach der OP war sehr gut. Ich bin wie gesagt sehr zufrieden,und ich kann wieder ohne Schmerzen laufen . Ich kann mich nur an das ganze Team bedanken , und kann das Annastift bestens weiter empfehlen. Ich hatte noch etwas vergessen ich war auf Station 8 in Zi.14. Nochmals vielen Dank."
DIAKOVERE Annastift, 5 stars ,a year ago,2,"(Translated by Google) I found it very nice the doctors and the nurses all super wprd3e I recommend when needed only.

(Original)
Ich fande es dort sehr sehr nett die Artzte sowie die Krankenschwestern alle super wprd3e ich bei bedarf nur empfehlen."
DIAKOVERE Annastift, 4 stars ,2 years ago,6,"(Translated by Google) After the MRI and conversation with my orthopedist, the recommendation and referral to the Annastift Hannover to Prof. Dr. med. Windhagen. There I had a competent and friendly advice. This was followed by the agreement of a timely surgery appointment. The admission in the Annastift took place one day before the operation without complications and very structured. This continued on the day of surgery. I felt in good hands. The following days in the hospital were characterized by a high commitment of the nurses and the entire nursing staff. Always friendly despite the immense time pressure. Unfortunately, the Annastift is a victim of our health policy and therefore has too little resources. This primarily affects staff and patients. Thank you for the care and the stay.

(Original)
Nach erfolgtem MRT und Gespräch mit meinem Orthopäden erfolgte die Empfehlung und Überweisung in das Annastift Hannover zu Herrn Prof. Dr. Windhagen. Dort hatte ich eine kompetente und freundliche Beratung. Im Anschluss erfolgte die Vereinbarung eines zeitnahen OP-Termins. Die Aufnahme im Annastift erfolgte einen Tag vor der OP ohne Komplikationen und sehr strukturiert. Dies setzte sich am OP-Tag fort. Ich fühlte mich in guten Händen. Die nachfolgenden Tage im Krankenhaus waren geprägt durch hohes Engagement der Schwestern und des gesamten Pflegepersonals. Stets freundlich trotz des immensen Zeitdrucks. Leider ist auch das Annastift ein Opfer unserer Gesundheitspolitik und verfügt dementsprechend über zu wenig Ressourcen. Darunter leiden primär Personal und Patienten. Vielen Dank für die Fürsorge und den Aufenthalt."
DIAKOVERE Annastift, 3 stars ,2 years ago,2,"(Translated by Google) Doctors very honest. I am very satisfied with the doctors. Explaining themselves take time. Nursing staff must work on friendliness. A night nurse (call no name) was very, very rude. After my Op she said, I could have prepared better than my tablets were not there after the Op. I got from the hospital, she said I should have taken better care. As? ?? When I am in the Op. My bed neighbor, she had given everything, even a whole pack of headache tablets, she said to him but that remains among us. It also a lot on my roommate, which had treated me very badly. Something like that has not happened to me in other hospitals yet. I felt emotionally very bad. I would go there again but only because of the very good professor who works there who gets me 5 stars !!! The nursing staff 2 and a comforting star so 3. In the hope they pay more attention to courtesy and treat decent with patients. Ps: you do not have to come to me with nursing staff has a lot around the ears, either I can do the job professionally or just not. Have yourself worked in the elderly.

(Original)
Ärzte top ehrlich . Bin mit den Ärzten sehr zufrieden .Erklären nehmen sich zeit. Pflegepersonal muss an der Freundlichkeit arbeiten. Eine Nachtschwester(nenne keinen Namen ) war sehr, sehr unfreundlich .Nach meiner Op sagte sie ,ich hätte mich besser vorbereiten können als meine Tabletten nach der Op nicht da waren.Die ich vom Krankenhaus bekommen hatte, meinte sie ich hätte besser aufpassen sollen .WiE? ?? Wenn ich im Op bin. Mein Bettnachbar hatte sie alles gegeben ,sogar eine ganze Packung Kopfschmerztabletten, sie meinte noch zu ihm das bleibt aber unter uns.Es viel auch meinen Zimmernachbarn auf, das die mich sehr schlecht behandelt hatte. Sowas ist mir in anderen Krankenhäusern noch nicht passiert. Mir ging es dadurch seelisch sehr schlecht. Ich würde da wieder hingehen aber nur wegen der sehr guten Professorin die da arbeitet die kriegt von mir 5 Sterne !!! Das Pflegepersonal 2 und einen Troststern also 3. In de Hoffnung sie achten mehr auf Höflichkeit und gehen anständiger mit Patienten um. Ps: man muss mir nicht kommen mit Pflegepersonal hat viel um die ohren, endweder ich kann den Job ausüben professionell oder halt nicht .Habe selber in der altenpflege gearbeitet."
DIAKOVERE Annastift, 1 star ,2 years ago,1,"(Translated by Google) 13 weeks waiting for the investigation report! umpteen times called nothing happened.

(Original)
13 Wochen auf den Untersuchungsbericht gewartet ! zig mal angerufen nix passiert."
DIAKOVERE Annastift, 5 stars ,2 years ago,4,"(Translated by Google) A great building, great layout. Great staff.

(Original)
Ein tolles Gebäude,super Einteilung.Tolles Personal."
DIAKOVERE Annastift, 2 stars ,2 years ago,2,"(Translated by Google) Nursing staff and doctors as well as everywhere ... ok. Should morning .. the third time to be operated on the hip .. now germs are in it ... With the hygiene seems to be something wrong, in this house.
I'm sorry I have to do it now .... but trust ????

(Original)
Pflegepersonal und Ärzte na ja wie überall ganz ...ok .Soll Morgen..das 3. mal an der Hüfte operiert werden..jetzt sind Keime drin...Mit der Hygiene scheint ja was nicht zu stimmen,in diesem Hause .
Tut mir leid ich muß es ja jetzt machen lassen ....aber vertrauen ????"
DIAKOVERE Annastift, 1 star ,a year ago,2,"(Translated by Google) One hour 50 waiting for an x-ray appointment

(Original)
Eine Stunde 50 auf einen Röntgen Termin gewartet"
DIAKOVERE Annastift, 4 stars ,2 years ago,3,"(Translated by Google) Very nice staff, from the cleaning lady to the examined nursing staff are all friendly and hard-working!
The food is freshly prepared here in the house and you can taste it too. Sure, there is always something to complain about, but that lasts for me within limits.
The rooms, well three-bed room with 14 days stay and toilet / shower in the hall is a challenge, but it is working here!
I felt very well looked after here and would come back anytime!

(Original)
Sehr nettes Personal, von der Reinigungsfrau bis hin zum examinierten Pflegepersonal sind alle freundlich und bemüht!
Das Essen wird hier im Haus frisch zubereitet und das schmeckt man auch. Sicher ist immer mal was zu mäkeln, aber das hält sich für mich in Grenzen.
Die Zimmer, naja Dreibettzimmer bei 14tägigem Aufenhalt und Toilette/Dusche auf dem Flur ist schon eine Herausforderung, aber daran wird hier gearbeitet!
Ich fühlte mich hier sehr gut aufgehoben und würde jederzeit wieder herkommen!"
DIAKOVERE Annastift, 5 stars ,2 years ago,1,"(Translated by Google) Super consultation in patients with infantile cerebral palsy. Good transport links to the S-Bahn station Lehrte.

(Original)
Super Sprechstunde bei Patienten mit einer infantilen Zerebralparese. Gute Verkehrsanbindung zum S- Bahnhof Lehrte."
DIAKOVERE Annastift, 1 star ,a year ago,9,"(Translated by Google) Never seen such rude staff

(Original)
Noch nie so unhöfliches Personal gesehen"
DIAKOVERE Annastift, 5 stars ,4 years ago,6,"(Translated by Google) Super nice competent staff and good advice from the doctors. Could leave the KK without pain.

(Original)
Super nettes kompetentes Personal und gute Beratung durch die Ärzte. Könnte ohne Schmerzen das KK verlassen."
DIAKOVERE Annastift, 5 stars ,3 years ago,4,"(Translated by Google) Station 4
6 days stay in the hospital including surgery on the hip.

The information about the upcoming operation as well as the actual operation of the operation was made clear, understandable and understandable.
The care provided by the physiotherapist was very competent and sustainable.
Conclusion:
I always felt well advised and in good hands.
I would always go to the Anna Stift for an orthopedic operation.

(Original)
Station 4
6 Tage Aufenthalt im Krankenhaus inklusiver OP an der Hüfte.

Die Aufklärung über die anstehende OP sowie den tatsächlichen OP Verlauf erfolgten klar, nachvollziehbar und verständlich.
Die Betreuung durch die Physiotherapeutin war sehr kompetent und nachhaltig.
Fazit:
Ich fühlte mich jederzeit gut beraten und aufgehoben.
Ich würde mich immer wieder in das Anna Stift für eine orthopädische OP begeben."
DIAKOVERE Annastift, 5 stars ,4 years ago,7,"(Translated by Google) Competent doctor, nice team. I am very satisfied and completely painless after a knee surgery.

(Original)
Kompetenter Arzt, nettes Team. Bin sehr zufrieden und komplett schmerzfrei nach einer Knie OP."
DIAKOVERE Annastift, 5 stars ,4 years ago,4,"(Translated by Google) Station 8
Super nice staff and very good medical care, I am very satisfied!

(Original)
Station 8
Super nettes Personal und sehr gute medizinische Versorgung, ich bin sehr zufrieden!"
DIAKOVERE Annastift, 3 stars ,3 years ago,10,"(Translated by Google) The doctors are very competent and do a great job. The sisters at the front desk, on the other hand, are extremely rude and incompetent.

(Original)
Die Ärzte sind sehr kompetent und machen eine super Arbeit. Die Schwestern am Empfang hingegen sind äußerst unfreundlich und inkompetent."
DIAKOVERE Annastift, 1 star ,4 years ago,13,"(Translated by Google) Station 7.
Soooo unfriendly staff I've never met, children are zero and the mothers not. .. Hair in the food, dirty partitions and disorganized.
Op results are great and the work of the doctors too ... but the station staff should re-schools. ..

(Original)
Station 7.
Soooo unfreundliches Personal ist mir noch nie begegnet, auf Kinder wird null eingegangen und den Müttern auch nicht. ..Haare im essen , dreckige Trennwände und unorganisiert.
Op Ergebnisse sind super und die Arbeit von den Ärzten auch ...aber das stationspersonal sollte man neu Schulen. .."
DIAKOVERE Annastift, 1 star ,4 years ago,12,"(Translated by Google) Very unfriendly staff,
Man is treated bad and does not even get fresh sheets!

Ten years ago it was completely different here !!!

(Original)
Sehr unfreundliches Personal,
Mann wird schlecht behandelt und bekommt nichtmal frische Bettwäsche!

Vor Zehn Jahren war es ganz andere hier !!!"
DIAKOVERE Annastift, 5 stars ,2 years ago,3,"(Translated by Google) Currently the absolute specialists for new hip and shoulder surgery.

(Original)
Zur Zeit die absoluten Spezialisten für neue Hüften und Schulter OP."
DIAKOVERE Annastift, 5 stars ,2 years ago,3,"(Translated by Google) Everything very good very good 👍👍👍👍👍👍

(Original)
Alles sehr gut sehr gut 👍👍👍👍👍👍"
DIAKOVERE Annastift, 4 stars ,3 years ago,1,"(Translated by Google) Nice staff and good care and clarification

(Original)
Nettes Personal und gute Betreuung und aufklarung"
DIAKOVERE Annastift, 5 stars ,2 years ago,3,"(Translated by Google) Very cool hospital

(Original)
مستشفى رائع جدا"
DIAKOVERE Annastift, 5 stars ,5 years ago,3,"(Translated by Google) For us the best hospital

(Original)
Für uns das beste Krankenhaus"
DIAKOVERE Annastift, 5 stars ,5 years ago,3,"(Translated by Google) Very good hospital and even better doctors

(Original)
Sehr gutes Krankenhaus und noch bessere Ärzte"
DIAKOVERE Annastift, 3 stars ,a month ago,0,
DIAKOVERE Annastift, 4 stars ,a year ago,0,
DIAKOVERE Annastift, 3 stars ,3 years ago,0,
DIAKOVERE Annastift, 5 stars ,2 years ago,0,
DIAKOVERE Annastift, 5 stars ,3 years ago,0,
DIAKOVERE Annastift, 4 stars ,9 months ago,0,
DIAKOVERE Annastift, 3 stars ,3 years ago,0,
DIAKOVERE Annastift, 3 stars ,4 years ago,0,
DIAKOVERE Annastift, 5 stars ,a year ago,0,
DIAKOVERE Annastift, 3 stars ,a year ago,0,
DIAKOVERE Annastift, 5 stars ,a year ago,0,
DIAKOVERE Annastift, 5 stars ,2 years ago,0,
DIAKOVERE Annastift, 5 stars ,a year ago,0,
DIAKOVERE Annastift, 5 stars ,4 years ago,0,
DIAKOVERE Annastift, 5 stars ,4 years ago,0,
DIAKOVERE Annastift, 3 stars ,2 years ago,0,
DIAKOVERE Annastift, 3 stars ,2 years ago,0,
DIAKOVERE Annastift, 1 star ,a year ago,0,
DIAKOVERE Annastift, 3 stars ,4 years ago,0,
DIAKOVERE Annastift, 5 stars ,2 years ago,0,
DIAKOVERE Annastift, 5 stars ,3 years ago,0,
DIAKOVERE Annastift, 5 stars ,5 years ago,0,
DIAKOVERE Annastift, 5 stars ,a year ago,0,
DIAKOVERE Annastift, 5 stars ,a year ago,0,
DIAKOVERE Annastift, 5 stars ,4 months ago,0,
DIAKOVERE Annastift, 5 stars ,5 years ago,0,
DIAKOVERE Annastift, 3 stars ,3 years ago,0,
DIAKOVERE Annastift, 5 stars ,5 months ago,0,
DIAKOVERE Annastift, 3 stars ,3 years ago,0,
DIAKOVERE Annastift, 4 stars ,a year ago,0,
DIAKOVERE Annastift, 5 stars ,5 years ago,0,
DIAKOVERE Annastift, 5 stars ,2 years ago,0,
DIAKOVERE Annastift, 2 stars ,a year ago,0,
DIAKOVERE Annastift, 4 stars ,a year ago,0,
Name der Klinik,Sternbewertung,Datum der Bewertung,Likes,Textuelle Bewertung
DRK-Krankenhaus Clementinenhaus, 5 stars ,2 weeks ago,0,"I was just there and was very impressed by their service and care. I needed a prompt surgery and they handled it right away. My German is very basic, and they made a great effort (even those who didn't know English) to communicate and make me comfortable during recovery. They should be proud of what they are doing."
DRK-Krankenhaus Clementinenhaus, 5 stars ,9 months ago,0,"I have been in this hospital six years ago after breaking my ankle. We were visiting my daughter and her German husband and grandchildren.We are from South Africa. My daughter was very sick and died of cancer while we were there. I have been in hospitals in South Africa many many times but the treatment in this hospital was excellent!!!! Everybody tried to speak to me in English and if they could not went to call somebody that could, The nurses were great and I enjoyed my stay there very much."
DRK-Krankenhaus Clementinenhaus, 4 stars ,3 months ago,1,Everything Top !
DRK-Krankenhaus Clementinenhaus, 4 stars ,3 years ago,3,The nurses etc were really lovely and looked after me so well before during and after my operation. Also due to the fact I'm new in hannover and so the speak very much german right now they all tried their very best with speaking english to me...some that couldn't still tried! Really lovely hospital!!
DRK-Krankenhaus Clementinenhaus, 5 stars ,a year ago,0,Top Service 👍
DRK-Krankenhaus Clementinenhaus, 4 stars ,2 weeks ago,0,"(Translated by Google) I've been there twice in a very short time. From the reception area, doctors and nursing staff to cleaning, a great team. My station was 2b. I can only recommend this clinic. Even in stressful situations, the nursing staff was always friendly. I felt very comfortable there, as far as you can tell. I recommend this house to others. Thank you for everything.

(Original)
Ich bin zweimal dort gewesen , innerhalb von kürzester Zeit. Vom Empfangsbereich ,Ärzte, über Pflegepersonal bis hin zur Reinigung durch weg ein super Team.  Meine Station war 2b. Ich kann diese Klinik nur empfehlen. Selbst in stressigen Situationen blieb das Pflegepersonal immer freundlich.  Ich habe mich dort sehr wohl gefühlt, so weit man es sagen kann. Ich empfehle dieses Haus weiter. Danke für alles."
DRK-Krankenhaus Clementinenhaus, 4 stars ,a year ago,3,"(Translated by Google) Have been to the ER several times now. It depends on how full it is and how strong the emergency or the complaints are. The staff is very nice and it makes every effort that everything runs fast. As I said, emergencies occur.

(Original)
Waren jetzt schon paar Mal in der Notaufnahme. Es kommt darauf an wie voll es ist und wie stark der Notfall bzw. die Beschwerden sind. Das Personal ist sehr nett und es wird sich bemüht das alles schnell läuft. Wie gesagt Notfälle gehen vor."
DRK-Krankenhaus Clementinenhaus, 4 stars ,2 weeks ago,0,"(Translated by Google) An insanely friendly hospital.
I've been there twice now and would go again and again.
Top for care! Even the food was great.

(Original)
Ein wahnsinnig freundliches Krankenhaus.
Ich war jetzt 2 x dort und würde immer wieder gehen.
Top zur Pflege! Sogar das Essen war super."
DRK-Krankenhaus Clementinenhaus, 5 stars ,a week ago,0,"(Translated by Google) I can say good things about it! Every single one of them was very friendly and competent! I felt well lifted! 5 stars fully deserved !!!!!

(Original)
Ich kann mir positives Berichten! Jeder einzelne sehr freundlich und kompetent! Ich habe mich gut ausgehoben gefühlt!!! 5 Sterne voll verdient!!!!!"
DRK-Krankenhaus Clementinenhaus, 5 stars ,2 weeks ago,0,"(Translated by Google) Corona requirements were implemented well.
Very professional

(Original)
Corona Auflagen wurden toll umgesetzt.
Sehr professionell"
